Country_Code,Year,Population,Gdp
LTU,1989,3684255.0,
LUX,1989,377100.0,22.9452
MAC,1989,332783.0,15.1255
MDG,1989,11268653.0,20.8416
MWI,1989,9075568.0,8.38196
MYS,1989,17528961.0,171.1451
MDV,1989,216502.0,1.62214
MLI,1989,8296919.0,10.2537
MLT,1989,350722.0,5.8196
MTQ,1989,355340.0,3.28206
MRT,1989,1981902.0,7.87326
MUS,1989,1051260.0,7.60972
MEX,1989,82368930.0,1126.838
FSM,1989,94062.0,
MDA,1989,2957047.0,
MNG,1989,2141005.0,9.05409
MNE,1989,606571.0,
MSR,1989,,
MAR,1989,24355624.0,92.0998
MOZ,1989,12805950.0,5.93379
NAM,1989,1386011.0,
NRU,1989,9275.0,
NPL,1989,18445021.0,26.8636
NLD,1989,14848907.0,498.755
ANT,1989,147415.0,2.41037
NCL,1989,166898.0,
NZL,1989,3299200.0,83.15
NIC,1989,4082958.0,
NER,1989,7780242.0,9.25342
NGA,1989,92788039.0,273.4853
NIU,1989,,
PRK,1989,19993757.0,53.1522
MKD,1989,1996863.0,
MNP,1989,43542.0,
NOR,1989,4226901.0,168.1636
OMN,1989,1741155.0,46.1806
PAK,1989,104512874.0,304.128
PSE,1989,,
PAN,1989,2419424.0,21.1728
PNG,1989,4506996.0,9.61386
PRY,1989,4112396.0,33.3733
PER,1989,21614193.0,117.631
PHL,1989,60340768.0,249.0527
POL,1989,37961529.0,474.276
PRT,1989,10005000.0,207.4823
PRI,1989,3505650.0,47.1579
QAT,1989,461688.0,25.1873
REU,1989,599447.0,8.55167
ROU,1989,23161458.0,303.8408
RUS,1989,147721000.0,
RWA,1989,7276983.0,6.25183
KNA,1989,40354.0,0.535967
LCA,1989,135787.0,1.43826
SPM,1989,,
VCT,1989,107071.0,0.640098
WSM,1989,161935.0,0.533009
STP,1989,116313.0,0.398634
SAU,1989,15666289.0,642.233
SEN,1989,7303511.0,18.4507
SRB,1989,7581000.0,
SYC,1989,69167.0,0.8732629
SLE,1989,4254434.0,6.29191
SGP,1989,2930901.0,100.866
SVK,1989,5275942.0,
SVN,1989,1996351.0,
SLB,1989,303272.0,0.538308
SOM,1989,7133263.0,8.85998
ZAF,1989,35930056.0,408.073
KOR,1989,42449038.0,482.028
SSD,1989,5511582.0,
ESP,1989,38827764.0,959.945
LKA,1989,17106752.0,57.2312
SDN,1989,19476653.0,45.5219
SUR,1989,397082.0,4.92329
SWE,1989,8492964.0,277.8164
CHE,1989,6646912.0,354.3084
SYR,1989,12080439.0,38.5678
TWN,1989,20080750.0,313.6234
TJK,1989,5149872.0,
TZA,1989,24411744.0,32.06333
THA,1989,55772169.0,351.0992
BHS,1989,251738.0,9.3663
TLS,1989,718736.0,
TGO,1989,3678567.0,6.63783
TON,1989,94848.0,0.369908
TTO,1989,1212858.0,12.9281
TUN,1989,8060211.0,40.1893
TUR,1989,52992479.0,634.321
TKM,1989,3585867.0,
TCA,1989,11550.0,
TUV,1989,8787.0,
VIR,1989,101041.0,1.26586
UGA,1989,16763041.0,15.16444
UKR,1989,51773000.0,
ARE,1989,1725676.0,171.972
GBR,1989,57076711.0,1685.805
USA,1989,246819000.0,9629.41
URY,1989,3088603.0,34.7184
UZB,1989,19918119.0,
VUT,1989,142801.0,0.301436
VEN,1989,19166474.0,292.565
VNM,1989,66550231.0,123.089
ESH,1989,,
YEM,1989,11189185.0,
ZMB,1989,7820199.0,70.5159
ZWE,1989,10153852.0,17.0752
AFG,1990,12412311.0,33.5173
ALB,1990,3286542.0,15.5809
DZA,1990,25758872.0,231.434
ASM,1990,47351.0,
AGO,1990,11848385.0,62.5656
ATA,1990,,
ATG,1990,62533.0,0.983396
ARG,1990,32618648.0,405.4487
ARM,1990,3538164.0,
ABW,1990,62152.0,1.77065
AUS,1990,17065100.0,514.466
AUT,1990,7677850.0,268.9426
AZE,1990,7175200.0,
BHR,1990,495927.0,18.141
BGD,1990,103171957.0,162.147
BRB,1990,260933.0,3.65984
BLR,1990,10189348.0,
BEL,1990,9967379.0,328.236
BLZ,1990,187554.0,0.895888
BEN,1990,4978489.0,10.6119
BMU,1990,59326.0,4.30043
BTN,1990,530801.0,1.3727
BOL,1990,6864839.0,28.1372
BIH,1990,4463422.0,
BWA,1990,1286756.0,11.03359
BRA,1990,149003225.0,1532.732
VGB,1990,17489.0,0.258426
BRN,1990,258714.0,18.2539
BGR,1990,8718289.0,80.469
BFA,1990,8811033.0,8.06562
BDI,1990,5438959.0,5.79335
CPV,1990,337953.0,0.913522
KHM,1990,8975597.0,14.0312
CMR,1990,11780086.0,35.7912
CAN,1990,27691138.0,899.606
CYM,1990,25307.0,1.52274
CAF,1990,2806740.0,3.39193
TCD,1990,5963250.0,6.10792
CHL,1990,13274617.0,117.7008
CHN,1990,1135185000.0,1662.471
COL,1990,33102569.0,259.781
COM,1990,411598.0,1.15389
COG,1990,2356740.0,10.1739
COD,1990,34612023.0,53.5366
COK,1990,,
CRI,1990,3119436.0,27.4765
HRV,1990,4777368.0,
CUB,1990,10596986.0,86.3501
CYP,1990,766616.0,
CZE,1990,10333355.0,
CIV,1990,11924873.0,55.7795
DNK,1990,5140939.0,186.2302
DJI,1990,590393.0,2.74229
DMA,1990,70422.0,0.513797
DOM,1990,7133491.0,41.035
ECU,1990,10230931.0,78.6997
EGY,1990,56134478.0,373.758
SLV,1990,5270074.0,25.9826
GNQ,1990,419188.0,0.370182
ERI,1990,2258649.0,
EST,1990,1569174.0,
SWZ,1990,822423.0,4.44834
ETH,1990,47887864.0,33.5471
FLK,1990,,
FRO,1990,47276.0,
FJI,1990,728575.0,5.15601
FIN,1990,4986431.0,154.9963
CSK,1990,,
SCG,1990,,
SUN,1990,,
YUG,1990,,
FRA,1990,58235716.0,1853.78
GUF,1990,,
PYF,1990,199906.0,
GAB,1990,949493.0,16.3589
GEO,1990,4802000.0,
DEU,1990,79433029.0,
GHA,1990,14773274.0,38.60084
GIB,1990,29149.0,
GRC,1990,10196792.0,234.7265
GRL,1990,55600.0,2.75928
GRD,1990,96328.0,0.779364
GLP,1990,389251.0,3.30604
GUM,1990,130480.0,
GTM,1990,9050115.0,53.1527
GIN,1990,6352282.0,8.34504
GNB,1990,975265.0,1.89737
GUY,1990,743306.0,2.1692
HTI,1990,7037915.0,25.6946
HND,1990,4955302.0,17.8264
HKG,1990,5704500.0,162.014
HUN,1990,10373988.0,
ISL,1990,254826.0,8.35585
IND,1990,873277799.0,1597.188
IDN,1990,181413398.0,790.852
IRN,1990,56366212.0,468.749
IRQ,1990,17419113.0,144.392
IRL,1990,3513974.0,94.5027
ISR,1990,4660000.0,103.11
ITA,1990,56719240.0,1920.606
JAM,1990,2419901.0,20.2231
JPN,1990,123478000.0,4119.38
JOR,1990,3565888.0,
KAZ,1990,16348000.0,
KEN,1990,23724574.0,77.06
KIR,1990,72394.0,0.127624
KWT,1990,2095350.0,55.5517
KGZ,1990,4391200.0,
LAO,1990,4258471.0,7.88645
LVA,1990,2663151.0,
LBN,1990,2803032.0,19.6209
LSO,1990,1703757.0,2.62032
LBR,1990,2075917.0,2.91788
LBY,1990,4436663.0,106.098
LTU,1990,3697838.0,
LUX,1990,381850.0,24.1377
MAC,1990,343816.0,16.3324
MDG,1990,11598647.0,21.4937
MWI,1990,9404499.0,8.85909
MYS,1990,18029824.0,186.5623
MDV,1990,223159.0,1.88669
MLI,1990,8449915.0,11.6164
MLT,1990,354170.0,6.18949
MTQ,1990,358457.0,2.6519
MRT,1990,2034347.0,7.7338
MUS,1990,1058775.0,8.15661
MEX,1990,83943135.0,1185.03
FSM,1990,96304.0,
MDA,1990,2969097.0,
MNG,1990,2184139.0,8.82774
MNE,1990,606372.0,
MSR,1990,,
MAR,1990,24807461.0,95.2421
MOZ,1990,12987292.0,5.99313
NAM,1990,1432899.0,8.45449
NRU,1990,9506.0,
NPL,1990,18905480.0,28.3914
NLD,1990,14951510.0,519.594
ANT,1990,146679.0,2.44653
NCL,1990,170899.0,
NZL,1990,3329800.0,84.0265
NIC,1990,4173435.0,13.5571
NER,1990,8026592.0,9.13234
NGA,1990,95212454.0,305.6933
NIU,1990,,
PRK,1990,20293057.0,50.8667
MKD,1990,1996218.0,
MNP,1990,45752.0,
NOR,1990,4241473.0,171.404
OMN,1990,1812158.0,50.0509
PAK,1990,107647918.0,317.688
PSE,1990,1978248.0,
PAN,1990,2470946.0,22.8986
PNG,1990,4615843.0,9.32585
PRY,1990,4223413.0,34.8191
PER,1990,22071433.0,112.182
PHL,1990,61895169.0,256.7301
POL,1990,38110782.0,419.342
PRT,1990,9983218.0,217.3816
PRI,1990,3537000.0,48.9401
QAT,1990,476275.0,26.0476
REU,1990,610584.0,10.681
ROU,1990,23201835.0,286.8642
RUS,1990,147969407.0,
RWA,1990,7288883.0,6.10183
KNA,1990,40260.0,0.552687
LCA,1990,138019.0,1.48069
SPM,1990,,
VCT,1990,107489.0,0.666662
WSM,1990,162797.0,0.498896
STP,1990,119211.0,0.390052
SAU,1990,16233786.0,739.81
SEN,1990,7526306.0,18.313
SRB,1990,7586000.0,
SYC,1990,69507.0,0.938362
SLE,1990,4319763.0,6.50269
SGP,1990,3047132.0,110.7721
SVK,1990,5299187.0,
SVN,1990,1998161.0,
SLB,1990,311869.0,0.574491
SOM,1990,7225089.0,8.71824
ZAF,1990,36800507.0,406.776
KOR,1990,42869283.0,529.639
SSD,1990,5492620.0,
ESP,1990,38867322.0,996.274
LKA,1990,17325769.0,60.9958
SDN,1990,20147592.0,43.0318
SUR,1990,405169.0,4.73022
SWE,1990,8558835.0,280.1663
CHE,1990,6715519.0,367.3985
SYR,1990,12446168.0,40.337
TWN,1990,20309530.0,331.0015
TJK,1990,5283811.0,
TZA,1990,25203848.0,34.32223
THA,1990,56558196.0,390.2822
BHS,1990,256227.0,9.21678
TLS,1990,737814.0,
TGO,1990,3774310.0,6.62165
TON,1990,95069.0,0.362347
TTO,1990,1221121.0,13.1225
TUN,1990,8242509.0,43.3843
TUR,1990,53921758.0,693.099
TKM,1990,3683978.0,
TCA,1990,12115.0,
TUV,1990,8910.0,
VIR,1990,103963.0,1.2593
UGA,1990,17354395.0,16.1462
UKR,1990,51891400.0,
ARE,1990,1828437.0,202.09
GBR,1990,57247586.0,1696.49
USA,1990,249623000.0,9811.07
URY,1990,3109598.0,34.8216
UZB,1990,20510000.0,
VUT,1990,146575.0,0.315833
VEN,1990,19632665.0,311.488
VNM,1990,67988855.0,129.359
ESH,1990,,
YEM,1990,11709987.0,40.1
ZMB,1990,8036849.0,70.1766
ZWE,1990,10432409.0,18.2676
AFG,1991,13299016.0,30.4497
ALB,1991,3266790.0,11.2179
DZA,1991,26400468.0,228.657
ASM,1991,48682.0,
AGO,1991,12248901.0,63.1859
ATA,1991,,
ATG,1991,63363.0,1.0048
ARG,1991,33079002.0,448.3389
ARM,1991,3505249.0,
ABW,1991,64623.0,1.91164
AUS,1991,17284000.0,509.335
AUT,1991,7754891.0,277.8724
AZE,1991,7271300.0,
BHR,1991,509762.0,20.1522
BGD,1991,105599125.0,167.559
BRB,1991,261912.0,3.51663
BLR,1991,10194050.0,
BEL,1991,10004486.0,334.1465
BLZ,1991,191136.0,0.998986
BEN,1991,5149496.0,11.0603
BMU,1991,59021.0,4.31167
BTN,1991,534637.0,1.36711
BOL,1991,7011456.0,29.619
BIH,1991,4369320.0,
BWA,1991,1326321.0,11.85654
BRA,1991,151648007.0,1548.729
VGB,1991,18007.0,0.317599
BRN,1991,266208.0,18.8282
BGR,1991,8632367.0,73.6859
BFA,1991,9050086.0,8.79749
BDI,1991,5564923.0,6.15102
CPV,1991,346229.0,0.926372
KHM,1991,9289298.0,15.0957
CMR,1991,12137912.0,34.4281
CAN,1991,28037420.0,880.839
CYM,1991,26540.0,1.54323
CAF,1991,2878507.0,3.43195
TCD,1991,6157085.0,6.74326
CHL,1991,13495255.0,126.917
CHN,1991,1150780000.0,1817.081
COL,1991,33758328.0,266.866
COM,1991,423873.0,1.09163
COG,1991,2422312.0,10.4176
COD,1991,35908240.0,49.0282
COK,1991,,
CRI,1991,3202083.0,28.2913
HRV,1991,4689022.0,
CUB,1991,10673534.0,77.1169
CYP,1991,783121.0,
CZE,1991,10308578.0,
CIV,1991,12362404.0,55.8023
DNK,1991,5154298.0,188.6606
DJI,1991,606843.0,2.62008
DMA,1991,70377.0,0.520721
DOM,1991,7270413.0,41.4227
ECU,1991,10472476.0,82.786
EGY,1991,57424552.0,377.964
SLV,1991,5342190.0,26.3862
GNQ,1991,432844.0,0.366398
ERI,1991,2266356.0,
EST,1991,1561314.0,
SWZ,1991,845267.0,4.52665
ETH,1991,49609976.0,31.1257
FLK,1991,,
FRO,1991,47123.0,
FJI,1991,735398.0,5.01824
FIN,1991,5013740.0,145.8734
CSK,1991,,
SCG,1991,,
SUN,1991,,
YUG,1991,,
FRA,1991,58559309.0,1871.277
GUF,1991,,
PYF,1991,203716.0,
GAB,1991,975785.0,17.3589
GEO,1991,4835900.0,
DEU,1991,80013896.0,2863.709
GHA,1991,15207360.0,40.64019
GIB,1991,29021.0,
GRC,1991,10319927.0,242.0075
GRL,1991,55500.0,2.75615
GRD,1991,96462.0,0.797265
GLP,1991,394615.0,3.50142
GUM,1991,133553.0,
GTM,1991,9296814.0,54.7091
GIN,1991,6534936.0,8.5631
GNB,1991,997522.0,1.99414
GUY,1991,744477.0,2.29902
HTI,1991,7178611.0,25.0607
HND,1991,5098594.0,18.4434
HKG,1991,5752000.0,171.2519
HUN,1991,10373400.0,165.7778
ISL,1991,257797.0,8.33717
IND,1991,891273202.0,1630.672
IDN,1991,184591897.0,861.463
IRN,1991,57679025.0,527.785
IRQ,1991,17889457.0,48.9201
IRL,1991,3534235.0,96.36389
ISR,1991,4949000.0,109.394
ITA,1991,56758521.0,1931.42
JAM,1991,2439329.0,20.3999
JPN,1991,123964000.0,4259.98
JOR,1991,3760493.0,
KAZ,1991,16451711.0,
KEN,1991,24521714.0,78.1684
KIR,1991,73692.0,0.135649
KWT,1991,2031297.0,32.3893
KGZ,1991,4463600.0,
LAO,1991,4379234.0,8.22529
LVA,1991,2650581.0,
LBN,1991,2921700.0,29.3229
LSO,1991,1742534.0,2.728
LBR,1991,2040141.0,2.5028
LBY,1991,4544245.0,122.708
LTU,1991,3704134.0,
LUX,1991,387000.0,26.2242
MAC,1991,353623.0,16.9301
MDG,1991,11942809.0,20.1383
MWI,1991,9600361.0,9.6325
MYS,1991,18519941.0,204.7004
MDV,1991,229743.0,2.0168
MLI,1991,8635528.0,12.9791
MLT,1991,363845.0,6.57171
MTQ,1991,360892.0,2.79855
MRT,1991,2087914.0,7.87209
MUS,1991,1070266.0,8.51838
MEX,1991,85512621.0,1234.726
FSM,1991,98779.0,
MDA,1991,2975523.0,
MNG,1991,2217918.0,8.0157
MNE,1991,607105.0,
MSR,1991,,
MAR,1991,25260407.0,102.115
MOZ,1991,13328029.0,6.288319
NAM,1991,1476399.0,9.14497
NRU,1991,9766.0,
NPL,1991,19405506.0,29.9035
NLD,1991,15069798.0,532.33
ANT,1991,146243.0,2.49057
NCL,1991,175362.0,
NZL,1991,3495100.0,82.1365
NIC,1991,4267570.0,13.5314
NER,1991,8288739.0,9.09221
NGA,1991,97667632.0,306.7887
NIU,1991,,
PRK,1991,20609151.0,48.6198
MKD,1991,1993304.0,
MNP,1991,46662.0,
NOR,1991,4261732.0,176.708
OMN,1991,1893761.0,53.0729
PAK,1991,110778655.0,335.015
PSE,1991,2068845.0,
PAN,1991,2523115.0,25.0501
PNG,1991,4725543.0,10.2145
PRY,1991,4334348.0,35.9858
PER,1991,22522383.0,114.383
PHL,1991,63454785.0,255.6099
POL,1991,38246193.0,389.9231
PRT,1991,9960235.0,222.6823
PRI,1991,3562110.0,50.0641
QAT,1991,487354.0,25.6149
REU,1991,622413.0,10.9374
ROU,1991,23001155.0,249.8632
RUS,1991,148394216.0,
RWA,1991,7083928.0,5.94841
KNA,1991,40381.0,0.565234
LCA,1991,140001.0,1.4894
SPM,1991,,
VCT,1991,107772.0,0.674233
WSM,1991,164000.0,0.486637
STP,1991,121949.0,0.394737
SAU,1991,16772695.0,850.84
SEN,1991,7755503.0,18.8002
SRB,1991,7595636.0,
SYC,1991,70439.0,0.964101
SLE,1991,4348663.0,6.65563
SGP,1991,3135083.0,118.1811
SVK,1991,5303294.0,
SVN,1991,1999429.0,
SLB,1991,320781.0,0.589145
SOM,1991,7274026.0,8.63104
ZAF,1991,37718952.0,402.635
KOR,1991,43295704.0,586.725
SSD,1991,5420179.0,
ESP,1991,38966376.0,1021.612
LKA,1991,17535732.0,67.4945
SDN,1991,20891442.0,46.2639
SUR,1991,413009.0,4.86
SWE,1991,8617375.0,277.4752
CHE,1991,6799978.0,364.297
SYR,1991,12815400.0,43.5241
TWN,1991,20529120.0,358.7122
TJK,1991,5400636.0,
TZA,1991,26056605.0,35.03338
THA,1991,57232471.0,423.688
BHS,1991,261007.0,8.83136
TLS,1991,759526.0,
TGO,1991,3862998.0,6.57531
TON,1991,95243.0,0.385591
TTO,1991,1229108.0,13.4747
TUN,1991,8427851.0,45.0782
TUR,1991,54840595.0,698.09
TKM,1991,3789188.0,
TCA,1991,12815.0,
TUV,1991,9014.0,
VIR,1991,104807.0,1.25278
UGA,1991,17953534.0,17.04298
UKR,1991,52000500.0,
ARE,1991,1937159.0,203.694
GBR,1991,57424897.0,1676.363
USA,1991,252981000.0,9800.43
URY,1991,3131657.0,36.0539
UZB,1991,20952000.0,
VUT,1991,150718.0,0.354137
VEN,1991,20096314.0,341.7954
VNM,1991,69436956.0,136.874
ESH,1991,,
YEM,1991,12302127.0,40.2248
ZMB,1991,8246662.0,70.1514
ZWE,1991,10681008.0,19.2764
AFG,1992,14485543.0,30.0136
ALB,1992,3247039.0,10.4103
DZA,1992,27028330.0,232.773
ASM,1992,49900.0,
AGO,1992,12657361.0,59.4969
ATA,1992,,
ATG,1992,64459.0,1.01644
ARG,1992,33529320.0,491.409
ARM,1992,3442820.0,8.17452
ABW,1992,68240.0,2.02409
AUS,1992,17495000.0,522.393
AUT,1992,7840709.0,283.3057
AZE,1992,7382050.0,42.8995
BHR,1992,523082.0,21.5232
BGD,1992,107983708.0,176.005
BRB,1992,262890.0,3.271
BLR,1992,10216470.0,8.99849
BEL,1992,10045158.0,338.5958
BLZ,1992,194324.0,1.1193
BEN,1992,5331805.0,11.3874
BMU,1992,58595.0,4.19415
BTN,1992,534525.0,1.43
BOL,1992,7160917.0,30.1067
BIH,1992,4233673.0,7.08632
BWA,1992,1363541.0,12.2024
BRA,1992,154259382.0,1540.129
VGB,1992,18443.0,0.394952
BRN,1992,273888.0,19.7242
BGR,1992,8540164.0,68.3735
BFA,1992,9297110.0,8.81754
BDI,1992,5685569.0,6.23973
CPV,1992,355763.0,0.954566
KHM,1992,9623899.0,16.157
CMR,1992,12499499.0,33.3608
CAN,1992,28371264.0,888.77
CYM,1992,27784.0,1.59069
CAF,1992,2959236.0,3.38628
TCD,1992,6356741.0,6.90456
CHL,1992,13719818.0,142.2021
CHN,1992,1164970000.0,2076.477
COL,1992,34422568.0,278.106
COM,1992,436454.0,1.18476
COG,1992,2489945.0,10.6897
COD,1992,37333917.0,43.8803
COK,1992,,
CRI,1992,3286525.0,30.8944
HRV,1992,4575818.0,61.748
CUB,1992,10736386.0,68.1863
CYP,1992,800610.0,
CZE,1992,10319123.0,
CIV,1992,12812428.0,55.7456
DNK,1992,5171370.0,192.3527
DJI,1992,615050.0,2.6348
DMA,1992,70546.0,0.531289
DOM,1992,7408339.0,45.7776
ECU,1992,10716131.0,84.0397
EGY,1992,58666812.0,394.87
SLV,1992,5416327.0,28.2175
GNQ,1992,447269.0,0.493705
ERI,1992,2257593.0,
EST,1992,1533091.0,17.3815
SWZ,1992,866995.0,4.67269
ETH,1992,51423591.0,28.3532
FLK,1992,,
FRO,1992,46746.0,
FJI,1992,744470.0,5.2143
FIN,1992,5041992.0,141.0681
CSK,1992,,
SCG,1992,,
SUN,1992,,
YUG,1992,,
FRA,1992,58851216.0,1899.032
GUF,1992,,
PYF,1992,207238.0,
GAB,1992,1002573.0,16.8224
GEO,1992,4873500.0,20.6896
DEU,1992,80624598.0,2906.729
GHA,1992,15653345.0,42.2166
GIB,1992,28844.0,
GRC,1992,10399061.0,243.6947
GRL,1992,55300.0,2.61526
GRD,1992,97161.0,0.794902
GLP,1992,397692.0,3.5711
GUM,1992,136693.0,
GTM,1992,9544055.0,57.1295
GIN,1992,6716032.0,8.84322
GNB,1992,1020353.0,2.01607
GUY,1992,748596.0,2.47906
HTI,1992,7319491.0,24.4642
HND,1992,5244677.0,19.4961
HKG,1992,5800500.0,181.9295
HUN,1992,10369341.0,160.6981
ISL,1992,261057.0,8.05589
IND,1992,909307018.0,1703.284
IDN,1992,187739786.0,917.653
IRN,1992,58780376.0,550.222
IRQ,1992,18402740.0,61.4604
IRL,1992,3558430.0,99.6497
ISR,1992,5123000.0,117.221
ITA,1992,56797087.0,1944.929
JAM,1992,2461047.0,22.5073
JPN,1992,124425000.0,4298.71
JOR,1992,3977667.0,29.9149
KAZ,1992,16439095.0,176.731
KEN,1992,25326080.0,77.5434
KIR,1992,74767.0,0.135902
KWT,1992,1912430.0,59.8152
KGZ,1992,4515400.0,16.5333
LAO,1992,4500346.0,8.68261
LVA,1992,2614338.0,25.1582
LBN,1992,3076133.0,34.1432
LSO,1992,1782284.0,2.84981
LBR,1992,2001612.0,1.62468
LBY,1992,4650896.0,119.379
LTU,1992,3700114.0,47.3454
LUX,1992,392175.0,26.7016
MAC,1992,362308.0,19.1817
MDG,1992,12301338.0,20.3761
MWI,1992,9685974.0,8.92615
MYS,1992,19002660.0,222.9073
MDV,1992,236271.0,2.14721
MLI,1992,8850334.0,12.4527
MLT,1992,367618.0,6.87995
MTQ,1992,362756.0,2.86152
MRT,1992,2142645.0,8.01962
MUS,1992,1084441.0,9.07317
MEX,1992,87075136.0,1278.798
FSM,1992,101386.0,
MDA,1992,2977130.0,
MNG,1992,2243495.0,7.25731
MNE,1992,608516.0,
MSR,1992,,
MAR,1992,25711410.0,99.9727
MOZ,1992,13805999.0,5.90317
NAM,1992,1516951.0,9.8024
NRU,1992,10030.0,
NPL,1992,19938322.0,30.9674
NLD,1992,15184166.0,540.79
ANT,1992,146018.0,2.57024
NCL,1992,179799.0,
NZL,1992,3531700.0,82.991
NIC,1992,4364514.0,13.5837
NER,1992,8566773.0,9.27412
NGA,1992,100161708.0,320.9968
NIU,1992,,
PRK,1992,20937407.0,45.1756
MKD,1992,1988659.0,18.2996
MNP,1992,46473.0,
NOR,1992,4286401.0,183.0447
OMN,1992,1983272.0,57.5815
PAK,1992,113911126.0,361.263
PSE,1992,2163591.0,
PAN,1992,2575949.0,27.0917
PNG,1992,4836216.0,11.6291
PRY,1992,4445019.0,36.5314
PER,1992,22966822.0,113.75
PHL,1992,65020124.0,256.6772
POL,1992,38363667.0,399.73
PRT,1992,9952494.0,226.9065
PRI,1992,3585176.0,52.3492
QAT,1992,495403.0,28.5169
REU,1992,634793.0,12.1952
ROU,1992,22794284.0,227.8189
RUS,1992,148538197.0,2477.335
RWA,1992,6702239.0,6.29774
KNA,1992,40691.0,0.582629
LCA,1992,141758.0,1.59807
SPM,1992,,
VCT,1992,107941.0,0.71723
WSM,1992,165490.0,0.506891
STP,1992,124574.0,0.3975
SAU,1992,17282686.0,884.768
SEN,1992,7990090.0,19.0484
SRB,1992,7646424.0,
SYC,1992,70763.0,1.033667
SLE,1992,4347727.0,5.3902
SGP,1992,3230698.0,126.0281
SVK,1992,5305016.0,
SVN,1992,1996498.0,33.3454
SLB,1992,330004.0,0.656091
SOM,1992,7295380.0,7.59531
ZAF,1992,38672611.0,394.0303
KOR,1992,43747962.0,623.094
SSD,1992,5305449.0,
ESP,1992,39157685.0,1031.119
LKA,1992,17736827.0,65.3128
SDN,1992,21696240.0,49.3071
SUR,1992,420658.0,4.87827
SWE,1992,8668067.0,274.7917
CHE,1992,6875364.0,363.4862
SYR,1992,13187669.0,49.3869
TWN,1992,20728800.0,388.5223
TJK,1992,5502490.0,15.0763
TZA,1992,26961204.0,35.23808
THA,1992,57811025.0,457.94
BHS,1992,266028.0,8.49351
TLS,1992,783204.0,
TGO,1992,3945902.0,6.31356
TON,1992,95398.0,0.386563
TTO,1992,1236685.0,13.2526
TUN,1992,8613855.0,48.5969
TUR,1992,55748946.0,733.243
TKM,1992,3899843.0,26.737
TCA,1992,13639.0,
TUV,1992,9110.0,
VIR,1992,105712.0,1.24521
UGA,1992,18561668.0,17.62557
UKR,1992,52150400.0,613.297
ARE,1992,2052892.0,209.217
GBR,1992,57580402.0,1681.614
USA,1992,256514000.0,10145.66
URY,1992,3154459.0,38.9135
UZB,1992,21449000.0,68.6572
VUT,1992,155176.0,0.351559
VEN,1992,20557694.0,362.5097
VNM,1992,70883488.0,148.781
ESH,1992,,
YEM,1992,12954157.0,42.1955
ZMB,1992,8451346.0,68.937
ZWE,1992,10900511.0,17.9209
AFG,1993,15816601.0,24.2715
ALB,1993,3227287.0,11.4097
DZA,1993,27635517.0,227.885
ASM,1993,51025.0,
AGO,1993,13075044.0,45.2275
ATA,1993,,
ATG,1993,65777.0,1.07011
ARG,1993,33970103.0,514.864
ARM,1993,3363111.0,7.45428
ABW,1993,72495.0,2.17201
AUS,1993,17667000.0,542.955
AUT,1993,7905633.0,285.5946
AZE,1993,7494800.0,32.9895
BHR,1993,536212.0,24.3172
BGD,1993,110350641.0,184.047
BRB,1993,263869.0,3.31097
BLR,1993,10239050.0,8.34777
BEL,1993,10084475.0,336.2506
BLZ,1993,197625.0,1.18943
BEN,1993,5521761.0,12.052
BMU,1993,58910.0,4.29576
BTN,1993,532590.0,1.45841
BOL,1993,7312857.0,31.392
BIH,1993,4078940.0,6.93175
BWA,1993,1399110.0,12.43622
BRA,1993,156849086.0,1615.749
VGB,1993,18783.0,0.516377
BRN,1993,281684.0,19.7842
BGR,1993,8472313.0,67.412
BFA,1993,9552473.0,9.12332
BDI,1993,5798054.0,5.81431
CPV,1993,366057.0,1.02438
KHM,1993,9970727.0,16.8181
CMR,1993,12864091.0,30.7146
CAN,1993,28684764.0,912.418
CYM,1993,29068.0,1.66682
CAF,1993,3046148.0,3.37448
TCD,1993,6563925.0,6.76136
CHL,1993,13944934.0,152.0376
CHN,1993,1178440000.0,2364.808
COL,1993,35091272.0,293.981
COM,1993,449270.0,1.22038
COG,1993,2559880.0,10.585
COD,1993,38815835.0,37.97
COK,1993,,
CRI,1993,3372298.0,33.0871
HRV,1993,4600463.0,56.8083
CUB,1993,10789312.0,58.0414
CYP,1993,818750.0,
CZE,1993,10329855.0,203.3416
CIV,1993,13271638.0,55.517
DNK,1993,5188628.0,192.3735
DJI,1993,618504.0,2.45693
DMA,1993,70818.0,0.542772
DOM,1993,7546467.0,49.0839
ECU,1993,10961460.0,84.2895
EGY,1993,59880656.0,406.324
SLV,1993,5490478.0,29.8905
GNQ,1993,462637.0,0.548176
ERI,1993,2238631.0,
EST,1993,1494128.0,16.3837
SWZ,1993,887706.0,4.81783
ETH,1993,53295556.0,32.1421
FLK,1993,,
FRO,1993,46277.0,
FJI,1993,754962.0,5.30439
FIN,1993,5066447.0,140.1325
CSK,1993,,
SCG,1993,,
SUN,1993,,
YUG,1993,,
FRA,1993,59106758.0,1888.359
GUF,1993,,
PYF,1993,210644.0,
GAB,1993,1029769.0,17.4863
GEO,1993,4911100.0,14.7396
DEU,1993,81156363.0,2877.826
GHA,1993,16106756.0,44.2637
GIB,1993,28680.0,
GRC,1993,10460415.0,239.7975
GRL,1993,55200.0,2.48377
GRD,1993,98234.0,0.773919
GLP,1993,399380.0,6.03159
GUM,1993,139813.0,
GTM,1993,9790619.0,59.1101
